condition,family,severity,map_size,query_count,top1_identity_stability,positive_rank_drift_mean,positive_rank_drift_median,positive_rank_absolute_drift_mean,positive_rank_absolute_drift_median,rank_improved_fraction,rank_worsened_fraction,rank_unchanged_fraction,clean_margin_mean,corrupted_margin_mean,margin_drift_mean,descriptive_R@1,descriptive_R@5,descriptive_R@10,descriptive_mAP,accuracy_degradation_claim_allowed
jpeg_mild,jpeg,1,1300,2331,0.48348348348348347,0.6533676533676533,0.0,139.01716001716002,88.0,0.4976404976404976,0.4942084942084942,0.008151008151008152,0.01604784127917729,0.01477364357560873,-0.001274199466728799,0.000429000429000429,0.002145002145002145,0.006006006006006006,0.003910849319009182,False
jpeg_mild,jpeg,1,1400,2331,0.4603174603174603,-12.13985413985414,-5.0,134.8133848133848,88.0,0.5242385242385242,0.4693264693264693,0.006435006435006435,0.01314678675115922,0.01321504171937704,6.82553433838009e-05,0.000858000858000858,0.002574002574002574,0.003861003861003861,0.0037293204399187594,False
jpeg_mild,jpeg,1,1500,2331,0.4821964821964822,-0.7185757185757186,-2.0,134.8000858000858,88.0,0.5066495066495067,0.48562848562848565,0.007722007722007722,0.016905961362449207,0.016378726810216904,-0.0005272370613295901,0.000858000858000858,0.002145002145002145,0.002574002574002574,0.003942367434235234,False
jpeg_mild,jpeg,1,1600,2331,0.45817245817245816,-4.201630201630202,-8.0,139.73830973830974,93.0,0.5332475332475333,0.46074646074646075,0.006006006006006006,0.015886598435665603,0.016829844564199448,0.0009432459575316748,0.000429000429000429,0.001287001287001287,0.003003003003003003,0.0033195690551344153,False
jpeg_mild,jpeg,1,1700,2331,0.45602745602745604,-2.4916344916344917,0.0,138.6992706992707,88.0,0.4972114972114972,0.49635349635349635,0.006435006435006435,0.014802112648002227,0.014246000908315182,-0.0005561112598421679,0.001716001716001716,0.003432003432003432,0.004719004719004719,0.004785888871427893,False
jpeg_mild,jpeg,1,1800,2331,0.47147147147147145,0.018876018876018877,-1.0,136.98498498498498,83.0,0.5027885027885027,0.49206349206349204,0.005148005148005148,0.01774312410398143,0.017100883647799492,-0.0006422395076792403,0.000429000429000429,0.002145002145002145,0.005148005148005148,0.003613964935763618,False
jpeg_strong,jpeg,2,700,2331,0.16344916344916344,-23.638781638781637,-15.0,239.26469326469328,159.0,0.5388245388245388,0.4568854568854569,0.00429000429000429,0.01665912632495224,0.013432415202260017,-0.00322671088856308,0.000429000429000429,0.004719004719004719,0.010725010725010725,0.006493242284804999,False
jpeg_strong,jpeg,2,800,2331,0.20806520806520806,-34.62848562848563,-23.0,245.37580437580436,159.0,0.5486915486915487,0.4448734448734449,0.006435006435006435,0.017085216661370965,0.01513136737048626,-0.001953849314057897,0.001287001287001287,0.004719004719004719,0.006864006864006864,0.006026811245253144,False
jpeg_strong,jpeg,2,900,2331,0.21063921063921065,-31.993993993993993,-19.0,235.4036894036894,151.0,0.5474045474045474,0.45002145002145,0.002574002574002574,0.017023764438815255,0.013056240975856781,-0.00396752397756314,0.001287001287001287,0.003003003003003003,0.006006006006006006,0.005409155231173991,False
jpeg_strong,jpeg,2,1000,2331,0.3075933075933076,-14.136422136422137,-9.0,228.58601458601458,146.0,0.5229515229515229,0.47361647361647363,0.003432003432003432,0.022273948185180966,0.020067797973752022,-0.002206150085974081,0.0,0.000858000858000858,0.003432003432003432,0.003438418914110183,False
jpeg_strong,jpeg,2,1100,2331,0.30158730158730157,-30.504075504075505,-12.0,241.47876447876448,159.0,0.5225225225225225,0.47361647361647363,0.003861003861003861,0.02192923101564167,0.0197321604937315,-0.002197070998958286,0.0,0.000858000858000858,0.002574002574002574,0.003413271799047417,False
jpeg_strong,jpeg,2,1200,2331,0.21278421278421278,-34.1008151008151,-21.0,246.55383955383957,166.0,0.5448305448305448,0.45002145002145,0.005148005148005148,0.015487217266433746,0.014255150221288204,-0.0012320675457663855,0.0,0.002145002145002145,0.003432003432003432,0.0035266122797110583,False
